"date","depth","temperature"
2015-06-25,6,18.7157516723535
2015-06-25,7,16.5876975959947
2015-06-25,8,15.0376406633525
2015-06-25,9,14.1895164160904
2015-06-25,10,13.4545744955946
2015-06-25,11,12.5213432770257
2015-06-25,12,11.7741151016279
2015-06-25,13,11.3190522865529
2015-06-25,14,10.8593509206849
2015-06-25,15,10.4310263701883
2015-06-25,16,10.0298272159948
2015-06-25,17,9.72296808328218
2015-06-25,18,9.39410381960242
2015-06-25,19,9.03625223325657
2015-06-25,20,8.68322631477078
2015-06-25,21,7.79628112075559
2015-06-25,22,7.33861766311237
2015-06-25,23,7.27244661562965
2015-06-25,24,7.17137280384435
2015-06-25,25,6.90624733026399
2015-06-26,0,22.9329086753904
2015-06-26,1,22.9329086753904
2015-06-26,2,22.9329086753904
2015-06-26,3,22.9329080103083
2015-06-26,4,22.8642615800419
2015-06-26,5,21.8677551010868
2015-06-26,6,18.2134858531235
2015-06-26,7,16.316610114035
2015-06-26,8,14.8400137170306
2015-06-26,9,14.10330788504
2015-06-26,10,13.3212076847593
2015-06-26,11,12.2979265513376
2015-06-26,12,11.6311129122356
2015-06-26,13,11.2164198132796
2015-06-26,14,10.7619937536995
2015-06-26,15,10.3360761807136
2015-06-26,16,9.94067520409623
2015-06-26,17,9.63217833792225
2015-06-26,18,9.28086434200137
2015-06-26,19,8.94059081095877
2015-06-26,20,8.52815925744214
2015-06-26,21,7.63073654264213
2015-06-26,22,7.34615971715353
2015-06-26,23,7.28269346833164
2015-06-26,24,7.18558101308244
2015-06-26,25,6.9302908518173
2015-06-27,0,22.9709907729599
2015-06-27,1,22.970865702767
2015-06-27,2,22.932007973692
2015-06-27,3,22.8737514745893
2015-06-27,4,22.8408415055993
2015-06-27,5,22.5841750369618
2015-06-27,6,19.5758219387255
2015-06-27,7,16.989865301635
2015-06-27,8,15.3482972331699
2015-06-27,9,14.3306723965531
2015-06-27,10,13.6103452861071
2015-06-27,11,12.7583872826761
2015-06-27,12,11.9747114347306
2015-06-27,13,11.450984487968
2015-06-27,14,10.9636437814062
2015-06-27,15,10.5192100649891
2015-06-27,16,10.1066172750696
2015-06-27,17,9.77952323903083
2015-06-27,18,9.48033033678001
2015-06-27,19,9.11851110283419
2015-06-27,20,8.78421125683395
2015-06-27,21,8.2160910269766
2015-06-27,22,7.4371229523972
2015-06-27,23,7.30770653065352
2015-06-27,24,7.20472688215532
2015-06-27,25,6.95838812505415
2015-06-28,0,22.9877512855095
2015-06-28,1,22.9876829242562
2015-06-28,2,22.9692126769503
2015-06-28,3,22.952160688493
2015-06-28,4,22.9200977073618
2015-06-28,5,22.4635197580395
2015-06-28,6,18.9311869314314
2015-06-28,7,16.7063666647544
2015-06-28,8,15.1284070277445
2015-06-28,9,14.2440534519242
2015-06-28,10,13.4873296889779
2015-06-28,11,12.5507374717899
2015-06-28,12,11.8040303186758
2015-06-28,13,11.3422414390228
2015-06-28,14,10.86434146912
2015-06-28,15,10.4218057577716
2015-06-28,16,10.0120260929688
2015-06-28,17,9.70068465924107
2015-06-28,18,9.36883572560552
2015-06-28,19,9.00957766265325
2015-06-28,20,8.65853906472444
2015-06-28,21,7.79711413294714
2015-06-28,22,7.36844876986608
2015-06-28,23,7.31052198794183
2015-06-28,24,7.22071610603749
2015-06-28,25,6.98371347647472
2015-06-29,0,23.0918326706011
2015-06-29,1,23.0846647584361
2015-06-29,2,23.0419028425132
2015-06-29,3,23.014829654265
2015-06-29,4,22.9877713433187
2015-06-29,5,22.7462706119249
2015-06-29,6,19.7021386745283
2015-06-29,7,17.0702457433716
2015-06-29,8,15.401489717074
2015-06-29,9,14.3640237283625
2015-06-29,10,13.6311789296948
